18219 19610
15726 1306 -30.26
15726 2980 -39.51
15726 7489 -29.67
15726 7678 -7.16
15726 7778 -20.55
15726 8338 -5.23
15726 11837 24.68
15726 13684 21.60
15726 13827 44.79
15726 15522 -15.61
15727 88 -11.69
15727 146 -39.24
15727 4138 6.24
15727 4939 -46.05
15727 5103 41.52
15727 10480 46.25
15727 10914 -7.26
15727 16398 48.39
15727 18592 -40.35
15727 19102 -48.65
15728 3067 44.91
15728 8432 -36.02
15728 10226 37.99
15728 10532 -1.52
15728 14435 16.86
15728 16122 -16.82
15729 146 42.63
15729 205 -33.25
15729 4853 -42.84
15729 5574 -30.64
15729 5827 49.12
15729 8387 -26.22
15729 8493 16.18
15729 10727 16.86
15729 12104 -4.32
15729 12520 -48.75
15729 17656 -4.52
15729 17715 37.65
15729 18252 1.24
15730 1611 45.58
15730 3204 43.13
15730 11831 43.30
15730 15131 -20.59
15730 15487 -16.10
15731 2424 41.63
15731 3979 17.11
15731 5511 -15.89
15731 6292 -13.80
15731 6889 26.15
15731 8990 49.93
15731 15481 18.00
15732 288 -7.55
15732 1359 -16.56
15732 2331 -21.87
15732 2394 35.60
15732 5464 -16.97
15732 7755 5.42
15732 9653 41.76
15732 9790 33.81
15732 13397 -27.54
15733 929 -7.98
15733 997 -45.71
15733 4586 -38.57
15733 5866 4.82
15733 6409 23.37
15733 6630 -6.56
15733 11251 24.34
15733 13672 -19.94
15733 13946 -47.20
15733 14719 0.05
15733 16789 -2.89
15733 16891 26.82
15733 17210 36.06
15733 17534 7.91
15733 19344 30.28
15734 2367 7.94
15734 2517 -11.78
15734 4434 45.28
15734 5340 -49.78
15734 10971 -35.74
15734 11394 7.92
15734 11859 33.16
15734 12308 -17.25
15734 12844 -30.79
15734 16901 21.14
15734 17055 -36.27
15734 19553 33.57
15735 733 5.82
15735 5869 -37.04
15735 6566 9.65
15735 8110 -36.35
15735 8754 -44.53
15735 10501 -16.37
15735 12967 -20.10
15735 13378 -9.61
15735 15709 -35.56
15735 16274 29.45
15735 16279 1.34
15736 1734 10.61
15736 2167 48.94
15736 3134 48.30
15736 4747 -4.77
15736 6109 -0.23
15736 7372 -35.58
15736 7832 -41.45
15736 9381 44.41
15736 12412 42.62
15736 13339 -17.52
15736 14066 1.35
15736 14827 8.42
15736 16917 -20.63
15736 17398 16.41
15737 4485 14.44
15737 6072 -3.50
15737 6624 31.05
15737 7964 -10.12
15737 11158 -27.81
15737 12332 -41.35
15737 14626 27.83
15737 15083 -47.45
15737 15572 33.89
15737 16144 45.18
15737 16844 -29.57
15738 141 49.88
15738 11822 -25.27
15738 12836 8.94
15738 15569 -48.73
15738 15934 -25.52
15738 18051 49.77
15738 18752 9.78
15739 1891 -37.09
15739 3925 -45.51
15739 4094 -44.45
15739 7311 17.25
15739 9602 -40.60
15739 11742 33.69
15739 15193 24.64
15739 17108 -41.01
15739 17334 -12.53
15740 2346 0.76
15740 4498 -3.34
15740 5192 -24.89
15740 5610 -34.85
15740 8263 44.24
15740 12747 48.34
15740 16226 30.08
15740 16720 37.11
15741 8094 -5.83
15741 13360 -25.99
15742 422 38.72
15742 11871 30.70
15742 11883 -29.10
15742 15043 2.49
15742 15351 -1.82
15742 15440 -24.18
15743 1275 15.60
15743 3393 -39.85
15743 8273 5.88
15743 14262 -37.57
15743 16294 12.47
15744 243 -22.50
15744 3237 41.96
15744 3316 39.16
15744 4908 47.53
15744 6270 -31.20
15744 6406 -12.87
15744 8704 -48.81
15744 12637 26.53
15744 17401 -6.87
15745 1387 -28.56
15745 2615 -43.69
15745 2760 -14.77
15745 2866 37.12
15745 2925 0.53
15745 13961 5.41
15746 3756 20.33
15746 4391 -42.12
15746 4677 0.03
15746 5057 -33.91
15746 5261 48.69
15746 7610 -47.02
15746 12256 18.17
15747 3057 -15.61
15747 3130 -13.29
15747 5394 -41.84
15747 5682 -12.81
15747 8792 18.32
15747 9532 -31.57
15747 11811 23.26
15747 13674 -10.26
15747 17981 -10.41
15748 834 -43.30
15748 2858 23.34
15748 3380 30.89
15748 4137 -12.65
15748 5529 -21.45
15748 7176 -28.63
15748 9201 1.19
15748 9349 48.02
15748 9456 -13.42
15748 10105 27.30
15748 15557 -21.76
15748 17291 -47.49
15749 971 -39.66
15749 1563 -35.90
15749 1752 44.25
15749 3662 -22.12
15749 5970 -27.59
15749 7732 35.15
15749 10175 28.29
15749 18785 9.83
15749 19214 38.42
15750 4569 -1.86
15750 4619 29.61
15750 10180 -19.06
15750 10878 -34.16
15750 11868 -18.58
15750 12328 -24.50
15750 14507 29.48
15751 5498 3.35
15751 7334 -38.51
15751 7435 3.49
15751 12505 43.24
15751 12983 26.97
15751 13879 -18.84
15751 16853 21.68
15751 17083 31.03
15752 3793 -3.22
15752 3842 -34.48
15752 4386 0.08
15752 9783 -31.88
15752 10608 13.55
15752 10970 3.20
15752 11536 36.66
15752 11665 35.29
15752 12440 -7.21
15752 14172 21.63
15752 14731 -20.01
15752 15141 26.25
15752 18126 24.06
15753 1246 19.06
15753 2494 0.56
15753 2970 46.78
15753 3320 -4.64
15753 6824 36.29
15753 9622 -30.25
15753 11161 -47.52
15753 12563 28.30
15753 13774 -41.37
15753 14194 -37.41
15753 18611 -1.17
15754 2251 -13.28
15754 2622 -48.00
15754 5984 -37.18
15754 6552 35.07
15754 10640 -0.59
15754 11045 3.68
15754 15618 -48.27
15754 17143 -16.56
15754 19180 -46.27
15755 396 14.18
15755 2205 34.74
15755 7011 -0.15
15755 7993 21.21
15755 8559 5.40
15755 11560 -10.14
15755 17698 -43.78
15756 1116 -30.98
15756 1772 8.00
15756 2433 36.12
15756 2850 -20.70
15756 3577 34.78
15756 4095 -49.21
15756 4881 6.15
15756 6135 -43.21
15756 6597 -23.65
15756 7129 -45.72
15756 8637 8.77
15756 8789 -5.63
15756 12842 45.36
15756 13363 10.36
15756 15488 16.64
15757 1131 38.53
15757 1831 7.95
15757 1991 -37.61
15757 3489 46.58
15757 4885 -38.53
15757 5817 -2.25
15757 6416 -19.04
15757 7785 27.19
15757 9137 33.86
15757 13278 47.76
15757 13657 -17.69
15757 14107 -27.19
15758 1790 -37.61
15758 2898 -15.09
15758 5729 4.04
15758 6693 23.03
15758 8359 -0.06
15758 9752 39.79
15758 10307 22.69
15758 11394 22.15
15758 11751 -48.39
15758 11764 29.69
15758 12707 -14.76
15758 13886 -34.17
15758 16649 14.00
15758 17577 1.48
15758 18384 20.92
15759 205 -20.58
15759 498 38.54
15759 976 -22.35
15759 3901 -1.97
15759 4069 -43.03
15759 4467 7.43
15759 5401 -30.66
15759 7845 19.19
15759 14831 3.24
15759 16900 -34.03
15759 17865 -30.18
15760 82 48.40
15760 3906 -6.52
15760 8860 -4.10
15760 8994 36.88
15760 10986 -4.08
15760 11083 26.78
15760 12146 -45.75
15760 13974 -43.20
15760 17821 -24.49
15760 18326 35.80
15761 3934 12.69
15761 3954 11.67
15761 7152 -4.36
15761 8756 14.65
15761 9931 -28.19
15761 13295 -7.71
15761 14275 -4.06
15761 18414 23.93
15762 545 25.59
15762 1997 19.13
15762 2474 41.91
15762 2775 34.03
15762 4005 30.60
15762 8222 -4.57
15762 10903 7.76
15762 11496 -36.52
15762 12505 45.05
15762 19254 15.90
15763 932 44.01
15763 1167 13.26
15763 2243 -15.89
15763 3267 45.06
15763 5965 14.58
15763 6122 -26.77
15763 6758 45.93
15763 10835 36.47
15763 12525 35.17
15763 15839 -37.87
15763 19493 -23.85
15764 212 5.62
15764 4127 7.51
15764 6663 -1.21
15764 8754 26.06
15764 9338 25.58
15764 12798 -6.39
15764 13446 23.85
15764 13638 6.41
15765 1979 -11.12
15765 3394 29.60
15765 5390 20.84
15765 8244 -43.56
15765 15181 27.50
15765 16912 40.74
15765 19349 25.93
15766 2339 -47.38
15766 5985 49.84
15766 6177 9.37
15766 13352 -6.94
15766 13800 37.65
15766 14009 10.82
15766 15303 -41.20
15766 15442 34.92
15766 16291 26.81
15766 16972 -13.88
15766 17659 -11.79
15766 18613 -34.06
15767 4994 -8.75
15767 5454 -4.12
15767 9235 -14.72
15767 11568 18.69
15767 13566 3.59
15767 16188 21.86
15767 16233 -26.50
15767 16366 -7.64
15767 17245 16.42
15767 18344 -4.60
15768 920 -14.49
15768 2795 -41.00
15768 2855 -9.60
15768 4075 39.30
15768 4110 -17.87
15768 6469 2.92
15768 6759 -12.68
15768 8871 39.63
15768 10499 29.47
15768 10606 18.67
15768 11373 43.96
15768 12417 -0.82
15768 13276 37.07
15768 14343 9.74
15768 15070 -4.91
15768 15407 0.65
15769 2402 17.77
15769 5389 -1.59
15769 8148 -26.28
15769 9725 -14.67
15769 13228 21.22
15769 15029 14.84
15769 16143 4.28
15770 177 45.66
15770 4049 16.57
15770 4488 -28.66
15770 8929 43.13
15770 11057 -17.93
15770 11405 -39.86
15770 13110 -40.99
15770 14061 34.82
15771 607 -27.73
15771 5115 10.10
15771 5656 11.37
15771 5797 -10.94
15771 9118 14.94
15771 11259 -7.44
15771 12100 -33.48
15771 12304 -21.10
15771 13563 21.99
15771 14926 -45.01
15771 17979 -26.84
15772 389 18.31
15772 3673 9.61
15772 5473 -15.48
15772 8282 -5.89
15772 11523 29.86
15772 14823 15.86
15772 16146 -37.99
15772 16969 39.07
15772 19509 -21.93
15773 1740 39.33
15773 5149 21.48
15773 8934 -35.29
15773 10443 -40.78
15773 10508 13.55
15773 11617 26.71
15773 11695 -31.28
15773 13008 -30.36
15773 15013 -27.63
15773 16016 -29.84
15773 18612 -21.71
15773 19312 -35.26
15774 1087 40.70
15774 1592 -47.78
15774 3686 -38.68
15774 6405 5.74
15774 8581 34.13
15774 19181 -22.42
15775 2601 -47.68
15775 4283 14.56
15775 8007 -33.22
15775 9158 32.27
15775 10543 -32.01
15775 10788 1.88
15775 11032 -39.79
15775 15279 -46.69
15775 16446 -17.32
15775 17401 -6.80
15775 18715 -43.02
15776 400 0.57
15776 2197 16.94
15776 2566 1.83
15776 6738 -42.82
15776 7632 -48.73
15776 9776 -28.57
15776 9991 45.20
15776 10366 9.83
15776 14309 39.00
15776 16702 -12.68
15777 2198 -14.08
15777 2427 13.77
15777 3670 22.97
15777 5449 -35.40
15777 5693 5.39
15777 8560 -20.64
15777 9274 21.18
15777 12970 4.77
15777 14646 11.93
15777 15677 46.53
15777 16351 -16.68
15777 17791 3.24
15778 888 44.95
15778 2192 -23.37
15778 2864 -9.94
15778 3277 32.71
15778 5470 45.20
15778 6712 -27.56
15778 17626 20.24
15778 18862 43.92
15779 2937 13.50
15779 3950 -17.91
15779 4427 -38.74
15779 5549 28.51
15779 8365 -47.27
15779 15067 28.16
15779 18113 -34.86
15780 803 -41.90
15780 3108 21.53
15780 5320 -10.26
15780 7486 -16.85
15780 11285 -3.86
15780 12855 -3.81
15780 16937 -10.71
15780 17090 31.36
15780 18306 37.88
15781 3854 -31.55
15781 4391 25.43
15781 6342 17.93
15781 7107 18.16
15781 10784 30.16
15781 13152 35.93
15781 14247 -8.08
15781 16714 28.96
15782 888 -33.19
15782 2349 -26.24
15782 7571 -38.46
15782 8389 -39.00
15782 11464 20.48
15782 12649 -18.75
15782 13797 4.08
15782 15194 -44.61
15783 342 -40.13
15783 484 36.85
15783 4152 19.98
15783 4305 -44.48
15783 7542 25.96
15783 9398 -24.58
15783 9725 37.24
15783 12347 -37.30
15783 12523 1.46
15783 12971 -2.74
15783 16823 20.24
15783 17862 48.75
15784 3996 22.91
15784 4855 37.80
15784 5119 -0.80
15784 15251 6.34
15784 15286 -38.70
15784 16496 8.77
15784 17050 -24.05
15784 17218 -6.03
15784 17504 21.32
15785 772 27.40
15785 1076 39.78
15785 1538 45.68
15785 2324 -44.46
15785 3113 32.69
15785 4883 12.32
15785 8689 -34.95
15785 8895 6.97
15785 9542 4.81
15785 9579 30.40
15785 9718 9.82
15785 9812 -26.83
15785 9915 -34.49
15785 10172 22.96
15785 10357 -32.29
15785 12800 -10.20
15785 14844 -12.21
15786 248 2.20
15786 1510 -26.10
15786 2647 6.73
15786 3711 13.85
15786 6787 39.74
15786 9303 -49.99
15786 12520 -15.81
15786 15650 -21.85
15786 16859 -49.79
15786 17215 -4.62
15786 19434 -2.85
15787 377 -29.52
15787 4653 44.55
15787 6422 -22.51
15787 8083 23.49
15787 11092 24.34
15787 12976 -0.32
15787 13035 41.12
15787 16744 18.83
15787 19578 24.57
15788 591 -36.38
15788 1639 9.41
15788 6389 35.98
15788 6444 -30.71
15788 8439 -44.44
15788 8745 -39.80
15788 8756 -1.49
15788 11502 -34.75
15788 12327 -1.04
15788 13577 -11.60
15788 13821 0.50
15789 4193 45.21
15789 4696 13.08
15789 9757 -29.90
15789 11762 38.78
15789 14967 2.72
15789 15562 -45.95
15789 16205 -40.31
15789 18086 13.48
15790 8899 11.22
15790 9091 26.73
15790 10038 -30.96
15790 10278 16.12
15790 15189 -10.06
15790 16466 36.15
15790 17938 35.18
15790 18368 11.92
15790 19209 15.84
15790 19512 48.89
15791 1018 28.01
15791 2799 -49.64
15791 5401 48.30
15791 6695 39.22
15791 7487 -46.40
15791 9416 -16.68
15791 16814 -32.84
15791 18252 23.14
15792 344 49.63
15792 1254 20.03
15792 3225 30.67
15792 4388 -47.32
15792 8123 8.25
15792 10588 -27.90
15792 11214 -13.25
15792 11516 -16.53
15792 15029 47.84
15792 16206 -24.27
15792 17518 -2.69
15792 19443 -45.42
15793 5883 -7.59
15793 8522 36.56
15793 10109 49.74
15793 14319 -21.30
15793 14347 13.25
15793 16121 11.04
15793 18482 -14.50
15793 19440 -7.12
15794 1763 -1.50
15794 3370 -38.88
15794 6923 -1.38
15794 14595 42.20
15794 15622 -36.42
15794 16150 -12.34
15794 18573 -45.53
15794 18628 23.76
15794 19428 -43.22
15795 282 32.68
15795 5724 -49.07
15795 7586 42.85
15795 8321 32.12
15795 8475 0.36
15795 10110 2.73
15795 13734 20.72
15795 13976 37.30
15795 16293 -32.92
15795 17501 -4.60
15795 18859 34.72
15796 494 -29.62
15796 2080 14.04
15796 3725 18.10
15796 5136 30.74
15796 7309 45.53
15796 8190 7.67
15796 11591 19.60
15796 12380 -27.51
15796 13266 -26.25
15796 17096 38.57
15797 245 34.95
15797 938 -1.60
15797 2199 -36.53
15797 4104 -39.69
15797 9134 45.29
15797 11489 -15.70
15797 12123 7.40
15797 13651 34.42
15797 13677 41.30
15797 17260 -43.14
15798 1821 -17.82
15798 2336 -45.08
15798 2728 38.77
15798 6458 -20.68
15798 10108 -24.53
15798 10368 17.18
15798 14409 15.60
15798 15265 14.13
15798 15438 -46.60
15798 17658 -49.21
15799 494 -12.15
15799 1878 30.91
15799 2086 9.05
15799 6941 27.30
15799 8365 -1.01
15799 8632 12.09
15799 9178 -42.70
15799 10254 16.94
15799 13124 16.03
15799 14420 -22.65
15799 15831 41.32
15799 16063 -39.87
15799 16193 -12.88
15799 17009 46.12
15799 18368 17.05
15799 19468 15.96
15800 284 33.75
15800 1173 -31.16
15800 1267 37.76
15800 3144 4.15
15800 3797 5.63
15800 5466 -22.49
15800 5993 26.46
15800 7494 33.65
15800 7680 44.79
15800 7776 -1.62
15800 8701 35.66
15800 9915 -5.70
15800 10213 7.50
15800 11242 -27.31
15800 12894 -43.17
15800 14827 6.70
15800 15370 -37.54
15800 17311 26.18
15800 17902 -29.59
15800 18939 15.22
15801 751 7.69
15801 3373 -23.60
15801 4818 36.82
15801 6188 41.69
15801 8999 43.91
15801 10938 33.08
15801 12961 -43.28
15801 15349 -47.09
15802 1600 37.05
15802 4307 18.37
15802 4639 -33.21
15802 9121 17.55
15802 14712 14.79
15802 15205 -16.21
15802 16704 21.48
15802 18634 1.35
15803 823 -24.06
15803 922 -1.77
15803 3666 -45.47
15803 3858 -31.06
15803 4341 -15.52
15803 4505 -5.73
15803 4694 -40.84
15803 10994 22.38
15803 12819 1.20
15804 328 20.15
15804 1484 -21.50
15804 2467 -0.01
15804 3217 -44.44
15804 5499 -33.35
15804 8262 4.60
15804 8517 26.69
15804 8692 -31.09
15804 9552 -45.38
15804 11348 -7.42
15804 13343 -46.21
15804 16048 -2.91
15804 16262 -16.32
15804 17773 -31.00
15804 18838 18.33
15805 1309 36.03
15805 2176 26.39
15805 3582 36.99
15805 3929 -4.40
15805 4457 -35.34
15805 4530 26.31
15805 4896 -14.71
15805 6891 -34.81
15805 11782 8.60
15805 11806 45.76
15805 13740 26.18
15805 14478 -13.11
15806 611 22.52
15806 1566 25.89
15806 2206 12.29
15806 4092 27.14
15806 6282 -22.56
15806 8770 20.85
15806 8989 -39.06
15806 9960 45.25
15806 10388 1.60
15806 11171 2.36
15806 15489 27.32
15806 19117 15.67
15807 613 12.22
15807 1677 14.39
15807 2694 36.68
15807 4015 26.32
15807 4885 0.55
15807 6759 8.62
15807 7861 -16.01
15807 8943 -33.75
15807 9104 -25.60
15807 12903 -11.64
15807 14176 -16.72
15807 16643 -7.86
15807 17087 -4.39
15807 18520 48.13
15808 694 -1.64
15808 1640 -16.39
15808 2160 -26.72
15808 2164 9.09
15808 8303 6.58
15808 9501 -5.15
15808 11552 26.33
15808 12183 -4.97
15808 16633 -16.78
15809 257 32.17
15809 494 -40.90
15809 2994 23.21
15809 4965 12.16
15809 6193 -14.49
15809 11048 -14.27
15809 11116 12.85
15809 12169 -29.15
15809 12600 -27.27
15809 14027 -25.35
15809 14285 -36.10
15809 14792 -30.47
15809 15949 -0.60
15809 16281 10.21
15809 17368 -46.11
15810 5930 4.26
15810 6121 36.98
15810 6653 40.70
15810 7107 -1.57
15810 9695 -39.37
15810 13189 -46.01
15810 14743 -32.73
15810 15265 38.93
15810 15542 42.01
15810 15871 23.40
15810 16901 -6.51
15810 18451 -35.97
15810 19475 37.83
15811 7515 -46.42
15811 7840 35.05
15811 9578 16.44
15811 9780 -7.72
15811 10393 3.00
15811 11141 41.73
15811 14620 -39.39
15811 14676 4.74
15811 14723 -16.06
15812 2225 -33.27
15812 2434 -35.04
15812 4127 42.12
15812 9452 -19.16
15812 12375 27.27
15812 13784 36.58
15812 14761 30.84
15812 15394 -15.81
15812 17701 -46.86
15812 18935 -24.41
15813 33 44.47
15813 577 4.77
15813 1213 -47.02
15813 4800 -3.83
15813 11967 37.42
15813 18206 46.73
15814 2698 9.20
15814 3065 -28.72
15814 3270 -32.41
15814 6541 -44.89
15814 6930 16.94
15814 12672 -44.64
15814 16275 44.43
15814 16489 11.12
15814 19520 -28.79
15815 39 2.85
15815 3259 -32.69
15815 4329 -23.66
15815 4345 43.86
15815 6948 22.43
15815 8703 46.52
15815 9523 34.28
15815 13444 47.35
15815 17683 21.89
15816 1445 -37.80
15816 3384 -23.69
15816 4606 -40.87
15816 4886 48.55
15816 5023 42.29
15816 7775 -46.03
15816 9042 46.94
15816 9378 -8.05
15816 9849 -42.71
15816 10801 23.49
15816 11380 49.46
15816 13489 -26.89
15816 15279 -14.44
15816 15282 -31.00
15816 17811 -47.81
15816 19477 40.05
15817 5351 40.79
15817 6170 49.86
15817 6217 31.04
15817 6616 -13.91
15817 13142 -24.69
15817 15159 -24.67
15817 15412 -23.84
15817 16978 30.93
15817 18550 23.91
15817 19183 30.70
15818 999 20.83
15818 2180 16.44
15818 6712 -44.40
15818 7025 -15.44
15818 7768 24.23
15818 11098 26.37
15818 13116 -11.63
15818 14394 -7.22
15818 15334 -43.22
15818 18817 -18.64
15818 19360 27.35
15819 1215 -36.71
15819 1467 -2.20
15819 2428 -23.45
15819 4761 26.59
15819 5940 3.81
15819 6236 -18.22
15819 7318 -33.67
15819 7752 -28.35
15819 9298 -26.81
15819 13309 -34.51
15819 13568 -20.11
15819 19113 48.63
15819 19119 29.53
15819 19330 -9.20
15819 19606 10.86
15820 226 0.27
15820 2681 18.59
15820 7076 -41.70
15820 8619 21.05
15820 11362 39.46
15820 12145 15.98
15820 12621 -13.13
15820 15909 28.70
15820 17349 -36.18
15820 18510 -31.70
15821 4270 -5.46
15821 5636 -43.27
15821 7505 9.50
15821 11310 1.14
15821 16488 42.95
15821 19029 -32.94
15822 607 28.31
15822 3265 9.81
15822 4930 -5.13
15822 8268 45.61
15822 9275 -45.17
15822 13473 -17.63
15822 14012 -17.61
15822 15963 -30.94
15822 16931 12.25
15822 18858 -8.42
15823 1311 49.44
15823 4130 6.62
15823 4937 8.77
15823 5791 24.38
15823 8102 19.51
15823 9614 -23.83
15823 16049 -34.37
15823 16382 -42.02
15823 18424 -31.87
15824 272 -25.36
15824 1226 7.13
15824 4419 -16.77
15824 4929 16.19
15824 7531 14.48
15824 9357 0.05
15824 10453 -5.27
15824 10978 11.00
15824 11645 -7.76
15824 12046 -31.52
15824 12166 -45.70
15824 14022 39.40
15824 16905 10.97
15825 108 28.21
15825 2718 13.99
15825 3339 -33.55
15825 4929 24.96
15825 5961 -42.20
15825 6962 31.32
15825 10437 -29.45
15825 10516 -8.59
15825 12238 0.89
15825 15370 -9.65
15825 16666 -43.13
15825 17325 -1.64
15825 17738 -7.42
15826 473 16.73
15826 1556 21.40
15826 3101 16.66
15826 5288 -20.81
15826 6183 40.69
15826 6535 -10.13
15826 6970 3.43
15826 8672 -43.79
15826 10866 -21.35
15826 13061 -20.49
15826 14301 -31.96
15826 14468 38.79
15827 2741 -33.08
15827 3354 5.22
15827 3945 -0.59
15827 4860 -40.27
15827 6024 -28.71
15827 6605 42.75
15827 11282 -1.18
15827 12773 -25.94
15827 14075 0.14
15828 1108 -16.12
15828 1428 43.58
15828 1734 5.99
15828 1750 -13.57
15828 2714 49.74
15828 3504 -33.66
15828 4821 -7.47
15828 5775 -49.13
15828 11147 16.01
15828 14213 0.14
15828 14471 20.59
15828 15328 -42.70
15828 16770 20.66
15828 17159 -34.61
15828 17725 28.71
15829 1523 -36.33
15829 1577 -41.99
15829 3124 31.92
15829 3507 44.40
15829 5121 38.08
15829 13340 -27.54
15829 18354 29.23
15830 2295 18.37
15830 6412 2.57
15830 8512 42.39
15830 14070 -35.71
15830 16021 3.91
15830 18075 -22.16
15830 19133 -29.62
15831 729 -14.08
15831 3709 46.42
15831 5665 30.83
15831 6416 -26.42
15831 7424 18.93
15831 9546 31.07
15831 11519 45.52
15831 18784 30.57
15831 18885 -18.38
15832 848 19.53
15832 3913 49.18
15832 5185 11.56
15832 16988 0.05
15832 17253 3.58
15833 1656 -17.85
15833 2022 -20.67
15833 2300 -4.16
15833 5796 -48.67
15833 6121 21.10
15833 7865 21.70
15833 8875 20.88
15833 11749 20.17
15833 17073 -31.66
15833 18069 -18.15
15833 18305 0.13
15834 2848 2.03
15834 3640 39.17
15834 6758 36.27
15834 8350 -30.22
15834 10813 -22.46
15834 14381 39.15
15834 17102 -46.84
15835 3931 -20.24
15835 5192 33.91
15835 17970 6.52
15835 18869 20.62
15836 2610 -23.54
15836 8466 -44.91
15836 11696 38.85
15836 14654 42.64
15836 15617 -3.15
15836 18129 7.28
15837 207 36.35
15837 465 10.33
15837 2646 13.20
15837 5041 29.84
15837 5660 1.97
15837 6969 16.25
15837 14550 49.79
15837 16706 24.54
15837 18698 -4.72
15838 384 33.26
15838 6476 -22.85
15838 7591 36.35
15838 11306 -23.84
15838 11770 29.61
15838 13653 -15.07
15838 13664 -32.83
15838 18793 3.38
15839 268 -36.35
15839 1127 -1.10
15839 3859 31.66
15839 4445 27.19
15839 5699 -44.94
15839 7002 43.67
15839 10376 8.39
15839 10586 -12.27
15839 11350 32.79
15839 11734 40.12
15839 13814 -27.17
15839 13890 -28.34
15839 19217 29.81
15840 1906 7.39
15840 1946 3.65
15840 2017 5.19
15840 2903 -11.46
15840 4155 -3.82
15840 4908 -40.58
15840 7870 -1.15
15840 8071 -11.57
15840 9246 -15.78
15840 12302 -39.86
15840 13971 -41.65
15840 14663 6.72
15841 612 14.24
15841 4790 -16.85
15841 7904 -37.37
15841 19552 -42.84
15842 3054 30.41
15842 4869 23.17
15842 7648 3.94
15842 7810 42.67
15842 8700 32.66
15842 10304 38.65
15842 11161 -41.85
15842 11310 -13.30
15842 15597 5.49
15842 16976 -25.99
15842 17466 -2.44
15842 18928 46.56
15842 19063 44.75
15843 1431 20.32
15843 3550 31.99
15843 6838 10.87
15843 7049 12.30
15843 11837 45.61
15843 12078 0.95
15843 12412 -22.25
15843 14299 2.74
15843 14429 -33.94
15843 16019 16.90
15843 16944 -38.09
15843 17634 0.94
15843 18148 -11.84
15843 18301 24.53
15843 19522 -5.57
15844 3114 -15.87
15844 7883 47.05
15844 11860 27.61
15844 13193 5.92
15844 18260 -46.54
15844 19069 27.74
15844 19317 23.14
15844 19559 -27.89
15845 1161 -5.57
15845 1548 -4.14
15845 1634 23.98
15845 3695 -14.13
15845 8005 -10.54
15845 11252 28.29
15845 15852 42.01
15845 16378 -8.98
15845 16860 -18.50
15845 18056 -36.09
15845 19608 -31.30
15846 4067 -17.91
15846 4575 -25.65
15846 5518 -42.61
15846 5783 -8.81
15846 10907 27.15
15846 12079 40.76
15846 12209 -33.32
15846 13586 -17.84
15846 15533 -39.19
